parameter_set,machine_cycle_no,casting_part_label,casting_date,type_1st_phase,s1,v1,s2,v2,vcrit,vi,s3,v3,s4,s_start_braking,vbrake,p0,p1,t1,p2,t2,sol_time,pvac,hf1,hm2,metal,hf2,hf3,f3,f4,hm3,hm4,m4,piston,dichteindex,comment,alloy_si,alloy_fe,alloy_cu,alloy_mn,alloy_mg,alloy_cr,alloy_ni,alloy_zn,alloy_ti,cavity_sensor_data_file,cavity_sensor_trial_folder,cavity_sensor_file_cycle_nr,casting_diagram_file_path,shot_info_file_path,diagnosis_diagram,values_corrected_from_ddm,casting_part_label_matches_machine_cycle,cavity_source_file,cavity_source_rel_path,cavity_match_file_count,cavity_inventory_error,ddm_source_file,ddm_source_rel_path,ddm_file_status,ddm_match_file_count
or2509-029,234,234,2025-09-11,Buehler any,0,0.0,0,0.0,0.2537,4.0,566.1831,3.1,666.1831,689,1.5,400,500,0.07,800,0.17,4,500,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,62,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0234_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0234_ok.xml.gz,ok,1
or2509-029,235,235,2025-09-11,Buehler any,0,0.0,0,0.0,0.2537,4.0,566.1831,3.1,666.1831,689,1.5,400,500,0.07,800,0.17,4,500,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,63,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0235_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0235_ok.xml.gz,ok,1
or2509-030,238,238,2025-09-11,Buehler any,0,0.0,0,0.0,0.5708,3.0,586.1831,1.1,666.1831,709,1.25,200,200,0.07,200,0.17,16,500,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,66,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,,,,0
or2509-030,239,239,2025-09-11,Buehler any,0,0.0,0,0.0,0.5708,3.0,586.1831,1.1,666.1831,709,1.25,200,200,0.07,200,0.17,16,500,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,67,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0239_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0239_ok.xml.gz,ok,1
or2509-030,240,240,2025-09-11,Buehler any,0,0.0,0,0.0,0.5708,3.0,586.1831,1.1,666.1831,709,1.25,200,200,0.07,200,0.17,16,500,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,68,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0240_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0240_ok.xml.gz,ok,1
or2509-031,243,243,2025-09-11,Buehler any,0,0.0,0,0.0,0.444,2.0,486.1831,1.8,566.1831,679,1.5,400,400,0.07,600,0.15,16,500,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,71,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0243_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0243_ok.xml.gz,ok,1
or2509-031,244,244,2025-09-11,Buehler any,0,0.0,0,0.0,0.444,2.0,486.1831,1.8,566.1831,679,1.5,400,400,0.07,600,0.15,16,500,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,72,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0244_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0244_ok.xml.gz,ok,1
or2509-031,245,245,2025-09-11,Buehler any,0,0.0,0,0.0,0.444,2.0,486.1831,1.8,566.1831,679,1.5,400,400,0.07,600,0.15,16,500,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,73,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0245_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0245_ok.xml.gz,ok,1
or2509-032,247,247,2025-09-11,Buehler any,0,0.0,0,0.0,0.5074,2.5,526.1831,1.3,606.1831,699,0.75,200,200,0.09,300,0.15,16,500,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,75,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0247_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0247_ok.xml.gz,ok,1
or2509-032,248,248,2025-09-11,Buehler any,0,0.0,0,0.0,0.5074,2.5,526.1831,1.3,606.1831,699,0.75,200,200,0.09,300,0.15,16,500,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,76,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0248_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0248_ok.xml.gz,ok,1
or2509-032,249,249,2025-09-11,Buehler any,0,0.0,0,0.0,0.5074,2.5,526.1831,1.3,606.1831,699,0.75,200,200,0.09,300,0.15,16,500,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,77,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0249_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0249_ok.xml.gz,ok,1
or2509-033,259,259,2025-09-12,Nogowizin,0,0.0,0,0.0,0.0,2.0,466.1831,1.7,546.1831,689,1.25,400,400,0.1,700,0.14,16,200,130,180,720,150,130,90,90,160,160,120,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,10,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0259_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0259_ok.xml.gz,ok,1
or2509-033,260,260,2025-09-12,Nogowizin,0,0.0,0,0.0,0.0,2.0,466.1831,1.7,546.1831,689,1.25,400,400,0.1,700,0.14,16,200,130,180,720,150,130,90,90,160,160,120,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,11,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0260_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0260_ok.xml.gz,ok,1
or2509-033,261,261,2025-09-12,Nogowizin,0,0.0,0,0.0,0.0,2.0,466.1831,1.7,546.1831,689,1.25,400,400,0.1,700,0.14,16,200,130,180,720,150,130,90,90,160,160,120,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,12,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0261_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0261_ok.xml.gz,ok,1
or2509-034,267,267,2025-09-12,Nogowizin,0,0.0,0,0.0,0.0,2.0,466.0,1.7,546.1831,689,1.25,400,400,0.1,700,0.14,4,10,130,180,720,150,130,90,90,160,160,120,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,18,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,True,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0267_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0267_ok.xml.gz,ok,1
or2509-034,268,268,2025-09-12,Nogowizin,0,0.0,0,0.0,0.0,2.0,466.0,1.7,546.1831,689,1.25,400,400,0.1,700,0.14,4,10,130,180,720,150,130,90,90,160,160,120,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,19,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,True,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0268_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0268_ok.xml.gz,ok,1
or2509-034,269,269,2025-09-12,Nogowizin,0,0.0,0,0.0,0.0,2.0,466.0,1.7,546.1831,689,1.25,400,400,0.1,700,0.14,4,10,130,180,720,150,130,90,90,160,160,120,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,20,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,True,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0269_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0269_ok.xml.gz,ok,1
or2509-035,277,277,2025-09-12,no optimization,160,0.3,320,0.6,0.0,2.5,566.1831,1.9,646.1831,679,1.0,400,400,0.07,400,0.17,16,500,130,180,720,150,130,90,90,160,160,120,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,28,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0277_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0277_ok.xml.gz,ok,1
or2509-035,278,278,2025-09-12,no optimization,160,0.3,320,0.6,0.0,2.5,566.1831,1.9,646.1831,679,1.0,400,400,0.07,400,0.17,16,500,130,180,720,150,130,90,90,160,160,120,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,29,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0278_out.xml.gz,ddm_y_FliesslaengerformBuehler_0278_out.xml.gz,out,1
or2509-035,279,279,2025-09-12,no optimization,160,0.3,320,0.6,0.0,2.5,566.1831,1.9,646.1831,679,1.0,400,400,0.07,400,0.17,16,500,130,180,720,150,130,90,90,160,160,120,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,30,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0279_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0279_ok.xml.gz,ok,1
or2509-036,283,283,2025-09-12,no optimization,140,0.3,400,0.9,0.0,3.5,546.1831,1.2,586.1831,709,1.25,300,300,0.07,500,0.11,8,500,130,180,720,150,130,90,90,160,160,120,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,34,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0283_out.xml.gz,ddm_y_FliesslaengerformBuehler_0283_out.xml.gz,out,1
or2509-036,284,284,2025-09-12,no optimization,140,0.3,400,0.9,0.0,3.5,546.1831,1.2,586.1831,709,1.25,300,300,0.07,500,0.11,8,500,130,180,720,150,130,90,90,160,160,120,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,35,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0284_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0284_ok.xml.gz,ok,1
or2509-036,285,285,2025-09-12,no optimization,140,0.3,400,0.9,0.0,3.5,546.1831,1.2,586.1831,709,1.25,300,300,0.07,500,0.11,8,500,130,180,720,150,130,90,90,160,160,120,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,36,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0285_out.xml.gz,ddm_y_FliesslaengerformBuehler_0285_out.xml.gz,out,1
or2509-037,299,299,2025-09-12,Buehler any,0,0.0,0,0.0,0.63,3.0,566.1831,1.0,666.1831,699,0.75,400,400,0.05,400,0.09,16,200,130,150,700,150,130,90,90,130,130,90,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,50,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0299_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0299_ok.xml.gz,ok,1
or2509-037,300,300,2025-09-12,Buehler any,0,0.0,0,0.0,0.63,3.0,566.1831,1.0,666.1831,699,0.75,400,400,0.05,400,0.09,16,200,130,150,700,150,130,90,90,130,130,90,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,51,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0300_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0300_ok.xml.gz,ok,1
or2509-037,301,,2025-09-12,Buehler any,0,0.0,0,0.0,0.63,3.0,566.1831,1.0,666.1831,699,0.75,400,400,0.05,400,0.09,16,200,130,150,700,150,130,90,90,130,130,90,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,52,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0301_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0301_ok.xml.gz,ok,1
or2509-038,305,305,2025-09-12,Nogowizin,0,0.0,0,0.0,0.0,4.0,566.1831,3.7,646.1831,699,1.25,200,400,0.06,500,0.08,8,200,130,150,700,150,130,90,90,130,130,90,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,56,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0305_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0305_ok.xml.gz,ok,1
or2509-038,306,306,2025-09-12,Nogowizin,0,0.0,0,0.0,0.0,4.0,566.1831,3.7,646.1831,699,1.25,200,400,0.06,500,0.08,8,200,130,150,700,150,130,90,90,130,130,90,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,57,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0306_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0306_ok.xml.gz,ok,1
or2509-038,307,307,2025-09-12,Nogowizin,0,0.0,0,0.0,0.0,4.0,566.1831,3.7,646.1831,699,1.25,200,400,0.06,500,0.08,8,200,130,150,700,150,130,90,90,130,130,90,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,58,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0307_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0307_ok.xml.gz,ok,1
or2509-039,310,310,2025-09-12,Nogowizin,0,0.0,0,0.0,0.0,2.5,586.1831,1.0,666.1831,689,1.5,300,400,0.09,600,0.19,16,100,130,150,700,150,130,90,90,130,130,90,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,61,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0310_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0310_ok.xml.gz,ok,1
or2509-039,311,311,2025-09-12,Nogowizin,0,0.0,0,0.0,0.0,2.5,586.1831,1.0,666.1831,689,1.5,300,400,0.09,600,0.19,16,100,130,150,700,150,130,90,90,130,130,90,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,62,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0311_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0311_ok.xml.gz,ok,1
